age,occupation,maritalStatus,education,creditDefault,housingLoan,personalLoan,contactMode,month,dayOfWeek,duration,campaign,pdays,previous,poutcome,subscribed
51,blue-collar,married,basic.6y,no,yes,no,cellular,jul,fri,227,2,999,0,nonexistent,no
29,admin.,married,high.school,no,yes,no,cellular,jul,tue,681,1,999,0,nonexistent,yes
34,services,married,professional.course,no,yes,no,cellular,may,mon,72,5,999,0,nonexistent,no
85,retired,married,professional.course,no,no,no,cellular,aug,tue,140,1,999,0,nonexistent,yes
34,entrepreneur,married,basic.4y,no,no,no,telephone,jun,thu,26,24,999,0,nonexistent,no
38,blue-collar,married,basic.4y,no,no,yes,cellular,apr,mon,287,3,999,0,nonexistent,no
29,technician,single,professional.course,no,yes,no,cellular,may,wed,231,2,999,0,nonexistent,no
38,admin.,single,university.degree,no,yes,yes,cellular,apr,mon,6,1,999,0,nonexistent,no
36,admin.,married,high.school,no,yes,yes,telephone,may,tue,224,1,999,0,nonexistent,no
49,admin.,married,university.degree,no,yes,no,cellular,apr,mon,404,6,999,1,failure,no
42,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,tue,189,2,999,0,nonexistent,no
30,admin.,single,university.degree,no,yes,no,telephone,oct,thu,1002,4,999,0,nonexistent,yes
24,student,single,high.school,no,yes,no,cellular,apr,thu,88,1,999,0,nonexistent,no
31,housemaid,married,basic.4y,no,no,no,cellular,aug,tue,145,8,999,0,nonexistent,no
30,blue-collar,single,basic.9y,no,no,no,cellular,nov,wed,30,1,999,0,nonexistent,no
38,self-employed,married,unknown,no,yes,no,telephone,may,thu,118,1,999,0,nonexistent,no
46,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,117,3,999,0,nonexistent,no
32,admin.,single,university.degree,no,yes,no,cellular,aug,thu,126,2,999,0,nonexistent,no
54,entrepreneur,divorced,high.school,unknown,no,yes,cellular,jul,tue,268,6,999,0,nonexistent,no
31,technician,single,university.degree,no,no,no,cellular,aug,tue,409,7,999,0,nonexistent,no
39,services,married,high.school,unknown,no,no,telephone,may,tue,218,4,999,0,nonexistent,no
28,admin.,single,high.school,no,no,no,telephone,may,tue,110,2,999,0,nonexistent,no
33,student,divorced,professional.course,no,no,no,cellular,aug,mon,1110,1,999,0,nonexistent,yes
41,technician,married,university.degree,unknown,yes,yes,cellular,apr,thu,139,1,999,0,nonexistent,no
32,student,single,university.degree,no,no,no,cellular,may,fri,209,1,999,0,nonexistent,no
27,admin.,single,university.degree,no,yes,no,cellular,apr,tue,151,3,999,0,nonexistent,no
50,blue-collar,married,basic.9y,unknown,no,yes,cellular,may,tue,118,2,999,1,failure,no
49,self-employed,married,professional.course,unknown,no,no,cellular,aug,tue,432,9,999,0,nonexistent,no
68,retired,married,basic.4y,no,yes,no,cellular,jun,thu,220,2,999,1,failure,no
48,admin.,single,university.degree,no,yes,no,telephone,may,wed,140,2,999,0,nonexistent,no
40,admin.,single,university.degree,no,no,no,telephone,may,wed,244,3,999,0,nonexistent,no
51,admin.,married,high.school,no,no,no,cellular,nov,wed,286,2,999,0,nonexistent,no
27,technician,single,university.degree,no,yes,no,cellular,jul,wed,593,2,999,0,nonexistent,no
41,self-employed,married,university.degree,no,yes,yes,cellular,aug,mon,93,1,999,0,nonexistent,no
30,blue-collar,married,unknown,no,no,no,telephone,may,fri,85,2,999,0,nonexistent,no
32,technician,married,professional.course,no,yes,no,cellular,jun,mon,108,1,999,0,nonexistent,no
58,retired,married,basic.4y,no,no,yes,cellular,jul,tue,52,1,999,0,nonexistent,no
43,management,married,high.school,no,yes,yes,cellular,nov,mon,70,3,999,0,nonexistent,no
35,admin.,married,university.degree,no,yes,no,cellular,aug,fri,329,2,999,0,nonexistent,no
43,housemaid,married,basic.4y,no,yes,no,cellular,jul,wed,183,1,999,0,nonexistent,no
47,admin.,divorced,high.school,no,yes,no,cellular,may,tue,105,1,999,0,nonexistent,no
31,technician,married,professional.course,unknown,yes,yes,cellular,aug,mon,67,2,999,0,nonexistent,no
35,management,single,unknown,no,no,no,telephone,may,fri,126,1,999,0,nonexistent,no
37,technician,divorced,high.school,no,no,yes,telephone,apr,fri,318,2,999,0,nonexistent,no
29,blue-collar,married,high.school,unknown,no,no,telephone,may,tue,103,2,999,0,nonexistent,no
42,services,married,professional.course,no,yes,no,telephone,may,wed,299,1,999,0,nonexistent,no
50,unknown,single,unknown,unknown,yes,no,telephone,jun,tue,363,1,999,0,nonexistent,no
46,services,married,basic.4y,unknown,no,no,telephone,may,fri,93,1,999,0,nonexistent,no
51,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,fri,60,4,999,0,nonexistent,no
41,services,married,high.school,no,yes,no,cellular,jul,mon,56,8,999,0,nonexistent,no
37,services,married,high.school,no,no,no,cellular,may,wed,317,1,999,1,failure,no
30,blue-collar,single,high.school,no,yes,no,cellular,nov,thu,293,1,999,0,nonexistent,no
29,admin.,married,university.degree,no,yes,no,cellular,may,mon,565,1,999,0,nonexistent,yes
36,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,227,2,999,0,nonexistent,no
38,technician,single,professional.course,no,yes,no,cellular,may,mon,428,2,999,0,nonexistent,no
28,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,mon,273,5,999,0,nonexistent,no
57,self-employed,married,university.degree,no,no,no,cellular,jul,thu,313,1,999,0,nonexistent,no
34,admin.,married,high.school,no,no,no,cellular,jul,wed,359,5,999,0,nonexistent,yes
39,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,829,1,999,0,nonexistent,no
42,technician,married,university.degree,no,yes,no,cellular,may,mon,78,2,999,0,nonexistent,no
29,student,single,high.school,unknown,no,no,cellular,may,tue,53,2,999,0,nonexistent,no
43,technician,married,university.degree,no,yes,no,cellular,nov,fri,330,2,999,0,nonexistent,no
35,admin.,single,university.degree,no,no,yes,telephone,may,wed,424,3,999,0,nonexistent,no
27,admin.,single,university.degree,no,yes,yes,cellular,jul,tue,292,1,999,0,nonexistent,no
28,admin.,single,university.degree,no,yes,yes,cellular,may,fri,63,4,999,0,nonexistent,no
58,admin.,married,basic.4y,unknown,no,yes,cellular,may,fri,186,2,999,0,nonexistent,no
33,admin.,single,university.degree,no,no,no,cellular,nov,thu,291,1,999,0,nonexistent,no
51,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,fri,495,1,999,0,nonexistent,no
33,services,married,high.school,no,yes,no,cellular,nov,wed,694,2,999,0,nonexistent,yes
24,blue-collar,single,basic.9y,no,no,no,cellular,jul,thu,538,3,999,0,nonexistent,no
30,admin.,single,university.degree,no,yes,no,cellular,aug,thu,244,3,999,0,nonexistent,no
28,unemployed,single,basic.4y,no,yes,no,cellular,oct,fri,160,2,4,1,success,no
58,management,divorced,high.school,no,yes,no,cellular,nov,wed,308,1,999,1,failure,no
47,blue-collar,married,basic.6y,no,no,yes,telephone,may,wed,191,2,999,0,nonexistent,no
34,self-employed,single,university.degree,no,yes,yes,cellular,may,mon,309,2,999,0,nonexistent,no
58,admin.,married,university.degree,no,yes,no,cellular,may,mon,1359,3,999,1,failure,yes
42,admin.,married,university.degree,no,no,no,telephone,may,mon,336,1,999,0,nonexistent,no
32,blue-collar,married,basic.6y,unknown,no,yes,telephone,jul,fri,191,2,999,0,nonexistent,no
49,blue-collar,married,basic.4y,no,no,no,cellular,nov,tue,34,1,999,1,failure,no
46,self-employed,married,professional.course,no,yes,no,telephone,jun,fri,174,2,999,0,nonexistent,no
75,retired,married,unknown,no,no,no,telephone,aug,tue,676,2,999,4,failure,yes
36,blue-collar,married,basic.4y,no,no,no,telephone,jun,mon,90,2,999,0,nonexistent,no
32,services,married,high.school,no,no,yes,cellular,nov,wed,222,1,999,0,nonexistent,no
55,technician,married,professional.course,no,yes,no,cellular,apr,mon,371,3,999,2,failure,no
43,blue-collar,married,basic.4y,no,yes,no,telephone,jun,wed,363,1,999,0,nonexistent,no
35,blue-collar,single,high.school,no,yes,no,telephone,may,wed,245,3,999,0,nonexistent,no
37,housemaid,single,high.school,no,yes,no,cellular,may,thu,165,1,999,0,nonexistent,no
27,admin.,single,high.school,unknown,yes,no,cellular,jul,thu,284,1,999,0,nonexistent,no
37,admin.,married,university.degree,no,yes,yes,cellular,aug,tue,210,2,999,0,nonexistent,no
42,management,married,unknown,unknown,no,no,telephone,may,fri,456,2,999,0,nonexistent,no
50,blue-collar,married,professional.course,unknown,no,no,cellular,nov,thu,283,1,999,0,nonexistent,yes
27,technician,single,basic.9y,unknown,no,no,cellular,jul,fri,171,7,999,0,nonexistent,no
60,admin.,married,high.school,no,no,yes,telephone,may,mon,87,2,999,0,nonexistent,no
28,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,233,1,999,0,nonexistent,no
24,blue-collar,single,basic.6y,no,no,no,cellular,jul,tue,115,1,999,0,nonexistent,no
33,blue-collar,single,high.school,no,yes,no,cellular,mar,wed,140,10,999,0,nonexistent,no
57,retired,married,unknown,unknown,yes,no,telephone,may,fri,529,4,999,0,nonexistent,no
31,technician,single,unknown,unknown,yes,no,cellular,nov,thu,276,1,999,0,nonexistent,no
35,entrepreneur,married,university.degree,no,no,no,telephone,jun,fri,109,1,999,0,nonexistent,no
31,services,single,high.school,unknown,no,no,cellular,nov,mon,68,2,999,1,failure,no
29,admin.,single,high.school,no,yes,no,cellular,jul,mon,231,2,999,0,nonexistent,no
42,blue-collar,divorced,high.school,no,no,yes,telephone,jun,thu,175,7,999,0,nonexistent,no
43,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,155,1,999,0,nonexistent,no
53,technician,married,unknown,no,no,no,telephone,jun,thu,40,1,999,0,nonexistent,no
43,admin.,married,university.degree,no,yes,yes,cellular,jul,wed,73,1,999,0,nonexistent,no
32,admin.,married,professional.course,no,no,no,cellular,may,mon,168,2,999,0,nonexistent,no
62,retired,married,university.degree,no,yes,no,cellular,sep,wed,105,3,999,1,failure,no
39,management,married,university.degree,no,no,no,cellular,nov,tue,88,1,999,0,nonexistent,no
57,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,80,2,999,0,nonexistent,no
32,technician,single,university.degree,no,no,no,cellular,nov,thu,454,1,999,0,nonexistent,yes
44,unemployed,married,basic.6y,no,yes,yes,telephone,may,mon,536,1,999,0,nonexistent,no
59,entrepreneur,married,university.degree,unknown,no,no,cellular,jul,mon,251,5,999,0,nonexistent,no
41,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,188,2,999,0,nonexistent,no
45,blue-collar,single,basic.9y,no,yes,yes,telephone,may,wed,411,1,999,0,nonexistent,no
27,admin.,single,university.degree,no,no,no,cellular,jul,fri,149,1,999,0,nonexistent,no
36,admin.,married,high.school,unknown,yes,no,telephone,jun,wed,100,4,999,0,nonexistent,no
37,services,married,high.school,no,yes,no,cellular,may,thu,87,2,12,1,success,no
47,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,thu,136,2,999,0,nonexistent,no
48,services,divorced,high.school,no,yes,yes,cellular,apr,mon,111,2,999,1,failure,no
46,admin.,single,university.degree,no,yes,yes,cellular,may,mon,11,5,999,1,failure,no
44,unemployed,married,high.school,no,yes,no,cellular,aug,thu,143,1,3,1,success,no
45,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,mon,146,2,999,0,nonexistent,no
59,housemaid,single,professional.course,no,no,no,cellular,nov,wed,69,1,999,0,nonexistent,no
32,technician,single,professional.course,no,no,no,cellular,jul,tue,769,4,999,0,nonexistent,yes
23,admin.,single,high.school,no,no,no,cellular,may,mon,16,5,999,0,nonexistent,no
37,blue-collar,married,basic.4y,no,no,no,telephone,jun,fri,26,3,999,0,nonexistent,no
36,admin.,married,university.degree,no,no,no,cellular,oct,thu,343,2,999,1,failure,no
28,admin.,single,high.school,no,yes,no,cellular,jun,tue,359,1,999,2,failure,yes
34,admin.,married,university.degree,no,no,no,cellular,aug,wed,202,1,999,0,nonexistent,no
49,technician,divorced,high.school,no,yes,no,cellular,jul,thu,388,1,999,0,nonexistent,no
47,management,married,university.degree,no,yes,no,cellular,aug,thu,20,1,999,0,nonexistent,no
42,blue-collar,married,basic.6y,unknown,no,no,telephone,may,mon,366,1,999,0,nonexistent,no
48,entrepreneur,married,university.degree,no,yes,no,telephone,may,wed,122,1,999,0,nonexistent,no
52,admin.,married,high.school,no,yes,no,cellular,may,mon,17,1,999,0,nonexistent,no
41,entrepreneur,married,professional.course,no,yes,no,cellular,jul,thu,156,1,999,0,nonexistent,no
55,technician,divorced,professional.course,unknown,yes,no,telephone,may,mon,252,4,999,0,nonexistent,no
51,admin.,married,high.school,no,yes,no,cellular,nov,tue,109,1,999,0,nonexistent,no
31,self-employed,married,university.degree,no,no,yes,telephone,may,thu,66,6,999,0,nonexistent,no
41,services,divorced,basic.9y,no,no,no,telephone,jun,thu,753,1,999,0,nonexistent,no
29,blue-collar,single,basic.9y,no,unknown,unknown,telephone,jun,fri,364,1,999,0,nonexistent,no
31,student,single,unknown,no,yes,no,telephone,sep,mon,69,1,999,0,nonexistent,no
59,retired,married,basic.9y,no,no,no,cellular,jul,mon,551,4,999,0,nonexistent,no
46,management,married,basic.9y,no,yes,no,cellular,nov,fri,996,1,999,0,nonexistent,no
45,unemployed,divorced,basic.4y,no,no,yes,telephone,aug,wed,416,1,999,0,nonexistent,no
34,technician,single,professional.course,no,no,no,cellular,mar,fri,229,1,999,0,nonexistent,yes
47,management,divorced,university.degree,no,no,no,telephone,jun,fri,8,3,999,0,nonexistent,no
29,admin.,married,high.school,no,no,no,telephone,may,fri,215,2,999,0,nonexistent,no
65,retired,married,basic.4y,no,unknown,unknown,cellular,apr,tue,106,1,999,0,nonexistent,yes
60,retired,married,basic.6y,unknown,no,no,cellular,jul,fri,135,1,999,0,nonexistent,no
54,blue-collar,married,unknown,unknown,yes,no,cellular,aug,fri,257,1,999,0,nonexistent,no
47,technician,married,basic.9y,no,unknown,unknown,cellular,jul,tue,1569,1,999,0,nonexistent,no
33,admin.,single,university.degree,no,yes,no,cellular,aug,wed,134,1,999,0,nonexistent,no
42,services,married,high.school,no,no,no,telephone,jun,mon,276,2,999,0,nonexistent,no
32,unknown,single,high.school,no,yes,no,cellular,oct,fri,267,1,999,0,nonexistent,no
41,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,tue,167,2,999,0,nonexistent,no
39,technician,married,university.degree,no,yes,no,telephone,may,mon,320,3,999,0,nonexistent,no
35,admin.,single,high.school,no,yes,no,telephone,may,mon,355,2,999,0,nonexistent,no
64,housemaid,married,basic.4y,no,no,no,telephone,dec,thu,208,1,999,0,nonexistent,no
33,blue-collar,single,basic.6y,no,yes,no,cellular,may,tue,22,8,999,0,nonexistent,no
45,management,married,unknown,unknown,no,no,cellular,jul,mon,321,3,999,0,nonexistent,no
61,retired,married,university.degree,no,no,no,telephone,aug,tue,249,2,3,1,success,yes
32,admin.,single,high.school,no,no,no,cellular,may,fri,144,2,999,0,nonexistent,no
30,management,single,university.degree,no,no,yes,telephone,may,wed,95,2,999,0,nonexistent,no
56,blue-collar,married,basic.9y,no,yes,no,cellular,nov,thu,994,1,999,1,failure,yes
28,technician,single,high.school,no,yes,yes,cellular,may,thu,609,1,11,1,success,yes
24,services,single,professional.course,no,yes,no,telephone,may,mon,314,1,999,0,nonexistent,no
39,technician,married,professional.course,no,no,no,telephone,may,thu,31,1,999,0,nonexistent,no
40,admin.,married,high.school,no,no,yes,cellular,aug,tue,654,2,999,0,nonexistent,yes
37,blue-collar,married,professional.course,no,no,yes,telephone,may,tue,118,1,999,0,nonexistent,no
26,admin.,single,university.degree,no,yes,yes,cellular,apr,tue,295,4,6,2,success,yes
34,admin.,single,university.degree,no,no,no,cellular,may,fri,134,2,999,0,nonexistent,no
36,unknown,single,unknown,no,no,no,cellular,jul,fri,295,2,999,0,nonexistent,no
29,blue-collar,married,basic.4y,unknown,no,no,cellular,may,tue,658,1,999,1,failure,yes
34,housemaid,single,university.degree,no,no,no,telephone,jun,thu,267,2,999,0,nonexistent,no
50,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,251,1,999,0,nonexistent,no
38,blue-collar,married,unknown,no,no,no,cellular,jul,tue,112,6,999,0,nonexistent,no
45,services,married,basic.6y,no,unknown,unknown,telephone,jun,wed,173,10,999,0,nonexistent,no
38,services,married,high.school,no,yes,no,telephone,may,thu,896,1,999,0,nonexistent,no
27,unemployed,married,basic.9y,no,no,no,telephone,may,thu,84,14,999,0,nonexistent,no
46,technician,married,professional.course,unknown,yes,no,telephone,jun,wed,77,8,999,0,nonexistent,no
29,admin.,married,high.school,no,no,yes,cellular,jul,tue,165,3,999,0,nonexistent,no
36,services,single,high.school,no,yes,no,cellular,jul,fri,862,1,999,0,nonexistent,yes
26,unemployed,single,basic.9y,no,no,yes,telephone,may,thu,546,8,999,0,nonexistent,no
34,blue-collar,married,basic.6y,no,yes,no,cellular,may,tue,477,3,999,0,nonexistent,no
34,technician,single,university.degree,no,yes,no,cellular,aug,wed,162,1,999,0,nonexistent,no
35,technician,married,professional.course,no,yes,yes,telephone,may,tue,207,2,999,0,nonexistent,no
57,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,953,1,999,0,nonexistent,no
29,self-employed,single,university.degree,no,yes,no,cellular,apr,mon,128,1,999,0,nonexistent,no
47,services,married,basic.6y,no,no,no,telephone,jun,fri,108,1,999,0,nonexistent,no
47,technician,divorced,professional.course,no,yes,no,cellular,jul,fri,239,1,999,0,nonexistent,no
28,blue-collar,single,basic.9y,no,unknown,unknown,cellular,may,mon,166,1,999,0,nonexistent,no
42,services,married,basic.9y,no,yes,no,cellular,may,wed,201,1,999,1,failure,no
32,technician,single,university.degree,no,yes,yes,telephone,jul,wed,16,43,999,0,nonexistent,no
44,services,married,professional.course,no,no,no,cellular,aug,mon,90,1,999,0,nonexistent,no
21,student,single,basic.9y,no,no,no,cellular,mar,wed,363,1,6,1,success,yes
58,technician,married,basic.4y,no,no,yes,cellular,oct,wed,867,2,4,2,success,no
38,entrepreneur,married,unknown,unknown,yes,no,cellular,may,tue,145,1,999,0,nonexistent,no
35,self-employed,single,university.degree,no,no,yes,cellular,nov,wed,197,1,3,1,success,no
